,lat,lon
10528,48.84472,2.37326
1826,48.84465,2.37326
2043,48.84443,2.37326
2667,48.84451,2.37339
7637,48.84437,2.37337
5178,48.84446,2.3732
1466,48.84468,2.37321
8919,48.84473,2.37318
8231,48.84447,2.37361
4890,48.84462,2.37344
3376,48.84448,2.37345
1387,48.84468,2.37321
5025,48.84462,2.37344
9203,48.84466,2.37351
4519,48.84458,2.37326
8217,48.84447,2.37361
7673,48.84437,2.37337
3866,48.84476,2.37345
2754,48.84451,2.37339
6892,48.84456,2.37315
9117,48.84473,2.37318
1172,48.84463,2.37315
519,48.84462,2.37374
6233,48.84434,2.37342
3373,48.84448,2.37345
4003,48.84476,2.37345
10139,48.84467,2.37363
1534,48.84468,2.37321
10997,48.8444,2.37331
4111,48.84476,2.37332
9531,48.8447,2.37357
578,48.84462,2.37374
5468,48.84452,2.37351
7976,48.84456,2.37357
3749,48.844640000000005,2.3736900000000003
9894,48.84459,2.3730900000000004
5757,48.84463,2.37358
828,48.84469,2.37332
1328,48.84463,2.37315
10493,48.84472,2.37326
3950,48.84476,2.37345
2081,48.84443,2.37326
3652,48.844640000000005,2.3736900000000003
4910,48.84462,2.37344
6731,48.8444,2.37314
3161,48.844440000000006,2.37338
7718,48.84437,2.37337
10818,48.8444,2.37331
9057,48.84473,2.37318
6696,48.8444,2.37314
8644,48.84451,2.37366
2183,48.84447,2.37332
4872,48.84462,2.37344
247,48.84446,2.3735
3657,48.844640000000005,2.3736900000000003
5270,48.84446,2.3732
7767,48.84437,2.37337
3059,48.844440000000006,2.37338
3759,48.844640000000005,2.3736900000000003
46,48.84473,2.37338
10984,48.8444,2.37331
3474,48.84473,2.37351
9953,48.84467,2.37363
3505,48.84473,2.37351
4542,48.84458,2.37326
2847,48.84438,2.3734900000000003
3326,48.84448,2.37345
3752,48.844640000000005,2.3736900000000003
4430,48.8445,2.37356
2009,48.84443,2.37326
7317,48.84458,2.37368
8711,48.8447,2.37344
10383,48.8446,2.37321
3635,48.844640000000005,2.3736900000000003
2661,48.84451,2.37339
6205,48.84434,2.37342
597,48.84462,2.37374
10314,48.8446,2.37321
1399,48.84468,2.37321
5010,48.84462,2.37344
6873,48.84456,2.37315
9801,48.84459,2.3730900000000004
9091,48.84473,2.37318
10428,48.84472,2.37326
9991,48.84467,2.37363
4406,48.8445,2.37356
1597,48.84466,2.37338
3501,48.84473,2.37351
9457,48.8447,2.37357
4404,48.8445,2.37356
3042,48.844440000000006,2.37338
9629,48.84443,2.37355
5470,48.84452,2.37351
10212,48.8446,2.37321
1402,48.84468,2.37321
6968,48.84441,2.37344
8561,48.84451,2.37366
7293,48.84458,2.37368
10551,48.84472,2.37326
10369,48.8446,2.37321
9725,48.84443,2.37355
6301,48.84462,2.37332
1997,48.84443,2.37326
9355,48.8447,2.37357
2103,48.84443,2.37326
7400,48.84454,2.3736200000000003
4977,48.84462,2.37344
7587,48.84454,2.3736200000000003
5125,48.84446,2.3732
7932,48.84456,2.37357
8659,48.84451,2.37366
1085,48.84454,2.37333
4381,48.8445,2.37356
10772,48.84453,2.37321
9938,48.84459,2.3730900000000004
2633,48.84451,2.37339
5827,48.84463,2.37358
4954,48.84462,2.37344
6227,48.84434,2.37342
3558,48.84473,2.37351
4299,48.8445,2.37356
4763,48.8446,2.37363
2004,48.84443,2.37326
4995,48.84462,2.37344
5355,48.84452,2.37351
6343,48.84462,2.37332
1656,48.84466,2.37338
2607,48.84451,2.37339
9145,48.84473,2.37318
1043,48.84454,2.37333
7773,48.84437,2.37337
332,48.84446,2.3735
1738,48.84466,2.37338
8708,48.8447,2.37344
8865,48.8447,2.37344
1001,48.84454,2.37333
296,48.84446,2.3735
3990,48.84476,2.37345
4339,48.8445,2.37356
1363,48.84468,2.37321
8462,48.84451,2.37366
6491,48.84462,2.37332
7245,48.84458,2.37368
5147,48.84446,2.3732
9332,48.84466,2.37351
5599,48.84456,2.37372
5547,48.84456,2.37372
10007,48.84467,2.37363
2305,48.84447,2.37332
1421,48.84468,2.37321
1082,48.84454,2.37333
3812,48.844640000000005,2.3736900000000003
1170,48.84463,2.37315
3896,48.84476,2.37345
11031,48.8444,2.37331
2869,48.84438,2.3734900000000003
3381,48.84448,2.37345
3583,48.84473,2.37351
2578,48.84451,2.37326
3850,48.84476,2.37345
8369,48.84459,2.37351
1842,48.84465,2.37326
1501,48.84468,2.37321
2247,48.84447,2.37332
5554,48.84456,2.37372
3639,48.844640000000005,2.3736900000000003
4555,48.84458,2.37326
1096,48.84454,2.37333
8145,48.84447,2.37361
2327,48.84447,2.37332
2875,48.84438,2.3734900000000003
10899,48.8444,2.37331
1678,48.84466,2.37338
10462,48.84472,2.37326
7896,48.84456,2.37357
4549,48.84458,2.37326
4323,48.8445,2.37356
555,48.84462,2.37374
9300,48.84466,2.37351
8701,48.8447,2.37344
7014,48.84441,2.37344
3420,48.84473,2.37351
10707,48.84453,2.37321
1899,48.84465,2.37326
938,48.84454,2.37333
6379,48.84462,2.37332
7612,48.84437,2.37337
5416,48.84452,2.37351
7835,48.84456,2.37357
7994,48.84456,2.37357
9063,48.84473,2.37318
1167,48.84463,2.37315
2369,48.84447,2.37332
982,48.84454,2.37333
2384,48.84447,2.37332
8044,48.84456,2.37357
8534,48.84451,2.37366
10813,48.8444,2.37331
5073,48.84462,2.37344
10922,48.8444,2.37331
5664,48.84456,2.37372
8816,48.8447,2.37344
9140,48.84473,2.37318
6178,48.84434,2.37342
6367,48.84462,2.37332
9186,48.84466,2.37351
3852,48.84476,2.37345
654,48.84469,2.37332
4374,48.8445,2.37356
10016,48.84467,2.37363
7100,48.84441,2.37344
5387,48.84452,2.37351
6920,48.84456,2.37315
2021,48.84443,2.37326
10870,48.8444,2.37331
188,48.84473,2.37338
4066,48.84476,2.37332
3849,48.844640000000005,2.3736900000000003
10440,48.84472,2.37326
253,48.84446,2.3735
4152,48.84476,2.37332
8987,48.84473,2.37318
5628,48.84456,2.37372
3263,48.84448,2.37345
8166,48.84447,2.37361
6394,48.84462,2.37332
5335,48.84452,2.37351
10639,48.84453,2.37321
2472,48.84451,2.37326
3279,48.84448,2.37345
4219,48.84476,2.37332
6239,48.84434,2.37342
10850,48.8444,2.37331
8210,48.84447,2.37361
10995,48.8444,2.37331
8414,48.84459,2.37351
4413,48.8445,2.37356
1852,48.84465,2.37326
10667,48.84453,2.37321
8611,48.84451,2.37366
8148,48.84447,2.37361
8896,48.8447,2.37344
10802,48.8444,2.37331
6610,48.8444,2.37314
547,48.84462,2.37374
8410,48.84459,2.37351
7195,48.84441,2.37344
4606,48.84458,2.37326
10104,48.84467,2.37363
9530,48.8447,2.37357
9463,48.8447,2.37357
9456,48.8447,2.37357
2768,48.84451,2.37339
3848,48.844640000000005,2.3736900000000003
451,48.84462,2.37374
1460,48.84468,2.37321
10110,48.84467,2.37363
8332,48.84459,2.37351
4799,48.8446,2.37363
4894,48.84462,2.37344
9483,48.8447,2.37357
8549,48.84451,2.37366
3744,48.844640000000005,2.3736900000000003
4144,48.84476,2.37332
4823,48.8446,2.37363
6144,48.84434,2.37342
6156,48.84434,2.37342
4628,48.84458,2.37326
10417,48.84472,2.37326
298,48.84446,2.3735
10202,48.8446,2.37321
8180,48.84447,2.37361
779,48.84469,2.37332
1856,48.84465,2.37326
7028,48.84441,2.37344
5285,48.84446,2.3732
3705,48.844640000000005,2.3736900000000003
9719,48.84443,2.37355
1751,48.84465,2.37326
1855,48.84465,2.37326
4330,48.8445,2.37356
1516,48.84468,2.37321
8047,48.84456,2.37357
8109,48.84447,2.37361
554,48.84462,2.37374
5949,48.84437,2.37319
9258,48.84466,2.37351
1670,48.84466,2.37338
4798,48.8446,2.37363
5389,48.84452,2.37351
3359,48.84448,2.37345
5461,48.84452,2.37351
187,48.84473,2.37338
5650,48.84456,2.37372
2167,48.84447,2.37332
2643,48.84451,2.37339
220,48.84446,2.3735
2630,48.84451,2.37339
8135,48.84447,2.37361
1121,48.84454,2.37333
9982,48.84467,2.37363
1376,48.84468,2.37321
10431,48.84472,2.37326
491,48.84462,2.37374
10223,48.8446,2.37321
9933,48.84459,2.3730900000000004
10163,48.84467,2.37363
3943,48.84476,2.37345
9319,48.84466,2.37351
530,48.84462,2.37374
3073,48.844440000000006,2.37338
9492,48.8447,2.37357
6841,48.84456,2.37315
4247,48.84476,2.37332
9271,48.84466,2.37351
3083,48.844440000000006,2.37338
11017,48.8444,2.37331
10302,48.8446,2.37321
1217,48.84463,2.37315
8503,48.84451,2.37366
6622,48.8444,2.37314
5915,48.84437,2.37319
1418,48.84468,2.37321
9226,48.84466,2.37351
3472,48.84473,2.37351
1235,48.84463,2.37315
3590,48.84473,2.37351
10952,48.8444,2.37331
8730,48.8447,2.37344
6997,48.84441,2.37344
8359,48.84459,2.37351
10322,48.8446,2.37321
9,48.84473,2.37338
10751,48.84453,2.37321
1559,48.84466,2.37338
2778,48.84451,2.37339
5065,48.84462,2.37344
6989,48.84441,2.37344
5352,48.84452,2.37351
5473,48.84452,2.37351
9087,48.84473,2.37318
1237,48.84463,2.37315
6897,48.84456,2.37315
1294,48.84463,2.37315
4306,48.8445,2.37356
3824,48.844640000000005,2.3736900000000003
7919,48.84456,2.37357
6601,48.8444,2.37314
39,48.84473,2.37338
11040,48.8444,2.37331
9506,48.8447,2.37357
532,48.84462,2.37374
5992,48.84437,2.37319
8767,48.8447,2.37344
133,48.84473,2.37338
1089,48.84454,2.37333
8300,48.84459,2.37351
874,48.84469,2.37332
5474,48.84452,2.37351
5067,48.84462,2.37344
7815,48.84456,2.37357
4595,48.84458,2.37326
9304,48.84466,2.37351
8161,48.84447,2.37361
9427,48.8447,2.37357
4938,48.84462,2.37344
8165,48.84447,2.37361
4015,48.84476,2.37345
8398,48.84459,2.37351
7346,48.84458,2.37368
1654,48.84466,2.37338
5404,48.84452,2.37351
8577,48.84451,2.37366
3844,48.844640000000005,2.3736900000000003
9912,48.84459,2.3730900000000004
6283,48.84434,2.37342
536,48.84462,2.37374
4991,48.84462,2.37344
3974,48.84476,2.37345
10748,48.84453,2.37321
5275,48.84446,2.3732
2379,48.84447,2.37332
9688,48.84443,2.37355
6526,48.8444,2.37314
6639,48.8444,2.37314
454,48.84462,2.37374
10810,48.8444,2.37331
5233,48.84446,2.3732
1785,48.84465,2.37326
9153,48.84466,2.37351
3374,48.84448,2.37345
6998,48.84441,2.37344
1540,48.84468,2.37321
7352,48.84458,2.37368
4030,48.84476,2.37345
1106,48.84454,2.37333
9772,48.84459,2.3730900000000004
4351,48.8445,2.37356
7407,48.84454,2.3736200000000003
122,48.84473,2.37338
3855,48.84476,2.37345
7847,48.84456,2.37357
8626,48.84451,2.37366
8785,48.8447,2.37344
5773,48.84463,2.37358
4162,48.84476,2.37332
119,48.84473,2.37338
9551,48.84443,2.37355
6780,48.84456,2.37315
580,48.84462,2.37374
3353,48.84448,2.37345
1726,48.84466,2.37338
10540,48.84472,2.37326
10832,48.8444,2.37331
1254,48.84463,2.37315
8425,48.84459,2.37351
10971,48.8444,2.37331
4575,48.84458,2.37326
6284,48.84434,2.37342
4159,48.84476,2.37332
2456,48.84451,2.37326
2179,48.84447,2.37332
5206,48.84446,2.3732
8009,48.84456,2.37357
2290,48.84447,2.37332
8184,48.84447,2.37361
3618,48.844640000000005,2.3736900000000003
1578,48.84466,2.37338
521,48.84462,2.37374
7323,48.84458,2.37368
5419,48.84452,2.37351
6279,48.84434,2.37342
4434,48.8445,2.37356
9265,48.84466,2.37351
1872,48.84465,2.37326
5252,48.84446,2.3732
6114,48.84434,2.37342
1756,48.84465,2.37326
10786,48.84453,2.37321
6138,48.84434,2.37342
10831,48.8444,2.37331
6574,48.8444,2.37314
4906,48.84462,2.37344
9900,48.84459,2.3730900000000004
7620,48.84437,2.37337
6323,48.84462,2.37332
5373,48.84452,2.37351
1730,48.84466,2.37338
256,48.84446,2.3735
6774,48.84456,2.37315
10695,48.84453,2.37321
4340,48.8445,2.37356
639,48.84462,2.37374
1662,48.84466,2.37338
7796,48.84437,2.37337
3771,48.844640000000005,2.3736900000000003
6883,48.84456,2.37315
2164,48.84447,2.37332
7344,48.84458,2.37368
6225,48.84434,2.37342
3538,48.84473,2.37351
7248,48.84458,2.37368
3247,48.84448,2.37345
2070,48.84443,2.37326
8827,48.8447,2.37344
5891,48.84463,2.37358
1550,48.84466,2.37338
1509,48.84468,2.37321
8692,48.84451,2.37366
2031,48.84443,2.37326
4580,48.84458,2.37326
3023,48.844440000000006,2.37338
7961,48.84456,2.37357
2475,48.84451,2.37326
2206,48.84447,2.37332
8186,48.84447,2.37361
7169,48.84441,2.37344
1766,48.84465,2.37326
9068,48.84473,2.37318
3663,48.844640000000005,2.3736900000000003
9793,48.84459,2.3730900000000004
8935,48.84473,2.37318
3471,48.84473,2.37351
5841,48.84463,2.37358
605,48.84462,2.37374
10795,48.84453,2.37321
6271,48.84434,2.37342
6107,48.84434,2.37342
6952,48.84441,2.37344
4942,48.84462,2.37344
10700,48.84453,2.37321
8618,48.84451,2.37366
3245,48.84448,2.37345
7902,48.84456,2.37357
9502,48.8447,2.37357
9636,48.84443,2.37355
5825,48.84463,2.37358
1261,48.84463,2.37315
206,48.84446,2.3735
5242,48.84446,2.3732
579,48.84462,2.37374
10672,48.84453,2.37321
9935,48.84459,2.3730900000000004
2424,48.84451,2.37326
949,48.84454,2.37333
3046,48.844440000000006,2.37338
8885,48.8447,2.37344
9665,48.84443,2.37355
8136,48.84447,2.37361
9536,48.8447,2.37357
6908,48.84456,2.37315
5997,48.84437,2.37319
920,48.84454,2.37333
8900,48.84473,2.37318
6636,48.8444,2.37314
5194,48.84446,2.3732
976,48.84454,2.37333
8976,48.84473,2.37318
1765,48.84465,2.37326
9064,48.84473,2.37318
3200,48.84448,2.37345
10115,48.84467,2.37363
10568,48.84472,2.37326
6954,48.84441,2.37344
6814,48.84456,2.37315
2930,48.84438,2.3734900000000003
776,48.84469,2.37332
818,48.84469,2.37332
8151,48.84447,2.37361
4634,48.84458,2.37326
10760,48.84453,2.37321
9104,48.84473,2.37318
7443,48.84454,2.3736200000000003
5031,48.84462,2.37344
5647,48.84456,2.37372
8249,48.84447,2.37361
6179,48.84434,2.37342
6975,48.84441,2.37344
9721,48.84443,2.37355
10709,48.84453,2.37321
1180,48.84463,2.37315
5895,48.84463,2.37358
5622,48.84456,2.37372
836,48.84469,2.37332
1813,48.84465,2.37326
2760,48.84451,2.37339
2923,48.84438,2.3734900000000003
4445,48.8445,2.37356
3833,48.844640000000005,2.3736900000000003
5229,48.84446,2.3732
10857,48.8444,2.37331
4981,48.84462,2.37344
1136,48.84454,2.37333
10273,48.8446,2.37321
9608,48.84443,2.37355
7151,48.84441,2.37344
3410,48.84473,2.37351
9637,48.84443,2.37355
1098,48.84454,2.37333
6749,48.8444,2.37314
10008,48.84467,2.37363
8301,48.84459,2.37351
3055,48.844440000000006,2.37338
4104,48.84476,2.37332
6346,48.84462,2.37332
10516,48.84472,2.37326
4647,48.84458,2.37326
2572,48.84451,2.37326
6419,48.84462,2.37332
2343,48.84447,2.37332
4121,48.84476,2.37332
3884,48.84476,2.37345
5951,48.84437,2.37319
238,48.84446,2.3735
10410,48.84472,2.37326
7616,48.84437,2.37337
134,48.84473,2.37338
4778,48.8446,2.37363
9027,48.84473,2.37318
5724,48.84463,2.37358
8630,48.84451,2.37366
8591,48.84451,2.37366
3197,48.844440000000006,2.37338
8336,48.84459,2.37351
6224,48.84434,2.37342
9746,48.84443,2.37355
4760,48.8446,2.37363
7691,48.84437,2.37337
1201,48.84463,2.37315
3894,48.84476,2.37345
6166,48.84434,2.37342
8006,48.84456,2.37357
9937,48.84459,2.3730900000000004
4343,48.8445,2.37356
1292,48.84463,2.37315
10204,48.8446,2.37321
7859,48.84456,2.37357
6148,48.84434,2.37342
6425,48.84462,2.37332
6335,48.84462,2.37332
334,48.84446,2.3735
8758,48.8447,2.37344
8263,48.84459,2.37351
2175,48.84447,2.37332
4581,48.84458,2.37326
6146,48.84434,2.37342
885,48.84469,2.37332
7256,48.84458,2.37368
7856,48.84456,2.37357
2378,48.84447,2.37332
6500,48.8444,2.37314
5283,48.84446,2.3732
1961,48.84443,2.37326
5167,48.84446,2.3732
722,48.84469,2.37332
5747,48.84463,2.37358
3009,48.844440000000006,2.37338
398,48.84446,2.3735
7398,48.84458,2.37368
6409,48.84462,2.37332
9430,48.8447,2.37357
