,lat,lon
1887,48.84465,2.37326
10580,48.84472,2.37326
2124,48.84443,2.37326
5865,48.84463,2.37358
257,48.84446,2.3735
6681,48.8444,2.37314
9683,48.84443,2.37355
7122,48.84441,2.37344
3019,48.844440000000006,2.37338
5822,48.84463,2.37358
5255,48.84446,2.3732
5107,48.84446,2.3732
5886,48.84463,2.37358
5660,48.84456,2.37372
9723,48.84443,2.37355
2454,48.84451,2.37326
4091,48.84476,2.37332
7006,48.84441,2.37344
8306,48.84459,2.37351
9501,48.8447,2.37357
10688,48.84453,2.37321
4358,48.8445,2.37356
7297,48.84458,2.37368
1151,48.84463,2.37315
9390,48.8447,2.37357
5286,48.84446,2.3732
3329,48.84448,2.37345
1868,48.84465,2.37326
402,48.84462,2.37374
5357,48.84452,2.37351
9614,48.84443,2.37355
1718,48.84466,2.37338
10162,48.84467,2.37363
8950,48.84473,2.37318
5564,48.84456,2.37372
6275,48.84434,2.37342
5090,48.84462,2.37344
5828,48.84463,2.37358
5996,48.84437,2.37319
5366,48.84452,2.37351
4719,48.8446,2.37363
325,48.84446,2.3735
8036,48.84456,2.37357
3099,48.844440000000006,2.37338
7515,48.84454,2.3736200000000003
8349,48.84459,2.37351
3857,48.84476,2.37345
11006,48.8444,2.37331
4900,48.84462,2.37344
5926,48.84437,2.37319
4497,48.84458,2.37326
1176,48.84463,2.37315
9214,48.84466,2.37351
2182,48.84447,2.37332
7968,48.84456,2.37357
8200,48.84447,2.37361
9884,48.84459,2.3730900000000004
1398,48.84468,2.37321
11000,48.8444,2.37331
8314,48.84459,2.37351
2767,48.84451,2.37339
5656,48.84456,2.37372
7818,48.84456,2.37357
4097,48.84476,2.37332
6390,48.84462,2.37332
3378,48.84448,2.37345
628,48.84462,2.37374
4520,48.84458,2.37326
10205,48.8446,2.37321
5415,48.84452,2.37351
4589,48.84458,2.37326
3959,48.84476,2.37345
10820,48.8444,2.37331
9897,48.84459,2.3730900000000004
1667,48.84466,2.37338
2627,48.84451,2.37339
5832,48.84463,2.37358
3270,48.84448,2.37345
10275,48.8446,2.37321
10085,48.84467,2.37363
5254,48.84446,2.3732
7566,48.84454,2.3736200000000003
4602,48.84458,2.37326
9668,48.84443,2.37355
3989,48.84476,2.37345
9357,48.8447,2.37357
6292,48.84434,2.37342
4927,48.84462,2.37344
6030,48.84437,2.37319
10304,48.8446,2.37321
8733,48.8447,2.37344
1514,48.84468,2.37321
2958,48.84438,2.3734900000000003
7502,48.84454,2.3736200000000003
1215,48.84463,2.37315
728,48.84469,2.37332
6678,48.8444,2.37314
9825,48.84459,2.3730900000000004
379,48.84446,2.3735
85,48.84473,2.37338
3002,48.844440000000006,2.37338
10729,48.84453,2.37321
2223,48.84447,2.37332
342,48.84446,2.3735
10134,48.84467,2.37363
3766,48.844640000000005,2.3736900000000003
1748,48.84466,2.37338
10892,48.8444,2.37331
7266,48.84458,2.37368
10055,48.84467,2.37363
3947,48.84476,2.37345
9720,48.84443,2.37355
9118,48.84473,2.37318
10109,48.84467,2.37363
384,48.84446,2.3735
2192,48.84447,2.37332
7898,48.84456,2.37357
6270,48.84434,2.37342
6381,48.84462,2.37332
8831,48.8447,2.37344
7283,48.84458,2.37368
4402,48.8445,2.37356
6426,48.84462,2.37332
2495,48.84451,2.37326
7630,48.84437,2.37337
585,48.84462,2.37374
9622,48.84443,2.37355
1453,48.84468,2.37321
2980,48.84438,2.3734900000000003
4912,48.84462,2.37344
7840,48.84456,2.37357
4425,48.8445,2.37356
7177,48.84441,2.37344
9478,48.8447,2.37357
7617,48.84437,2.37337
5426,48.84452,2.37351
6336,48.84462,2.37332
4552,48.84458,2.37326
5122,48.84446,2.3732
5151,48.84446,2.3732
10351,48.8446,2.37321
9168,48.84466,2.37351
4777,48.8446,2.37363
6087,48.84437,2.37319
10192,48.84467,2.37363
2055,48.84443,2.37326
8280,48.84459,2.37351
4407,48.8445,2.37356
6629,48.8444,2.37314
6740,48.8444,2.37314
7756,48.84437,2.37337
10323,48.8446,2.37321
7044,48.84441,2.37344
4447,48.8445,2.37356
4216,48.84476,2.37332
9580,48.84443,2.37355
4277,48.8445,2.37356
2740,48.84451,2.37339
6571,48.8444,2.37314
6937,48.84456,2.37315
4576,48.84458,2.37326
10690,48.84453,2.37321
10508,48.84472,2.37326
9749,48.84443,2.37355
4298,48.8445,2.37356
8712,48.8447,2.37344
2075,48.84443,2.37326
4076,48.84476,2.37332
1791,48.84465,2.37326
7153,48.84441,2.37344
1566,48.84466,2.37338
5498,48.84452,2.37351
7337,48.84458,2.37368
4709,48.8446,2.37363
10430,48.84472,2.37326
8484,48.84451,2.37366
7127,48.84441,2.37344
1424,48.84468,2.37321
3291,48.84448,2.37345
3650,48.844640000000005,2.3736900000000003
2524,48.84451,2.37326
5867,48.84463,2.37358
6025,48.84437,2.37319
10851,48.8444,2.37331
635,48.84462,2.37374
3864,48.84476,2.37345
7565,48.84454,2.3736200000000003
4235,48.84476,2.37332
1422,48.84468,2.37321
4346,48.8445,2.37356
6746,48.8444,2.37314
4539,48.84458,2.37326
10749,48.84453,2.37321
10778,48.84453,2.37321
489,48.84462,2.37374
9847,48.84459,2.3730900000000004
9846,48.84459,2.3730900000000004
2271,48.84447,2.37332
10477,48.84472,2.37326
263,48.84446,2.3735
5544,48.84456,2.37372
6752,48.84456,2.37315
6524,48.8444,2.37314
6086,48.84437,2.37319
771,48.84469,2.37332
2002,48.84443,2.37326
4320,48.8445,2.37356
9274,48.84466,2.37351
8416,48.84459,2.37351
9321,48.84466,2.37351
4775,48.8446,2.37363
10318,48.8446,2.37321
3782,48.844640000000005,2.3736900000000003
8195,48.84447,2.37361
2984,48.84438,2.3734900000000003
9875,48.84459,2.3730900000000004
3784,48.844640000000005,2.3736900000000003
9352,48.8447,2.37357
2890,48.84438,2.3734900000000003
5565,48.84456,2.37372
7759,48.84437,2.37337
9752,48.84459,2.3730900000000004
4391,48.8445,2.37356
9541,48.8447,2.37357
8750,48.8447,2.37344
1427,48.84468,2.37321
7284,48.84458,2.37368
6830,48.84456,2.37315
10240,48.8446,2.37321
456,48.84462,2.37374
2625,48.84451,2.37339
1920,48.84465,2.37326
6828,48.84456,2.37315
7880,48.84456,2.37357
3327,48.84448,2.37345
9007,48.84473,2.37318
10372,48.8446,2.37321
10730,48.84453,2.37321
9519,48.8447,2.37357
6043,48.84437,2.37319
9421,48.8447,2.37357
9917,48.84459,2.3730900000000004
2250,48.84447,2.37332
4604,48.84458,2.37326
8439,48.84459,2.37351
5633,48.84456,2.37372
10425,48.84472,2.37326
6807,48.84456,2.37315
9628,48.84443,2.37355
9976,48.84467,2.37363
6374,48.84462,2.37332
10277,48.8446,2.37321
1247,48.84463,2.37315
1644,48.84466,2.37338
1210,48.84463,2.37315
5056,48.84462,2.37344
9364,48.8447,2.37357
2900,48.84438,2.3734900000000003
1353,48.84468,2.37321
4782,48.8446,2.37363
7716,48.84437,2.37337
7753,48.84437,2.37337
4424,48.8445,2.37356
2836,48.84438,2.3734900000000003
4384,48.8445,2.37356
8285,48.84459,2.37351
5500,48.84456,2.37372
5969,48.84437,2.37319
4252,48.8445,2.37356
8112,48.84447,2.37361
9910,48.84459,2.3730900000000004
5420,48.84452,2.37351
7050,48.84441,2.37344
7860,48.84456,2.37357
2786,48.84451,2.37339
9597,48.84443,2.37355
7851,48.84456,2.37357
10299,48.8446,2.37321
5818,48.84463,2.37358
9664,48.84443,2.37355
508,48.84462,2.37374
3523,48.84473,2.37351
2036,48.84443,2.37326
49,48.84473,2.37338
5771,48.84463,2.37358
10057,48.84467,2.37363
4437,48.8445,2.37356
7974,48.84456,2.37357
8726,48.8447,2.37344
4254,48.8445,2.37356
9001,48.84473,2.37318
3379,48.84448,2.37345
2185,48.84447,2.37332
5758,48.84463,2.37358
4853,48.84462,2.37344
237,48.84446,2.3735
179,48.84473,2.37338
1972,48.84443,2.37326
7948,48.84456,2.37357
38,48.84473,2.37338
5481,48.84452,2.37351
2134,48.84443,2.37326
2839,48.84438,2.3734900000000003
5359,48.84452,2.37351
65,48.84473,2.37338
9741,48.84443,2.37355
1666,48.84466,2.37338
313,48.84446,2.3735
7804,48.84456,2.37357
6293,48.84434,2.37342
7745,48.84437,2.37337
4136,48.84476,2.37332
1797,48.84465,2.37326
2528,48.84451,2.37326
1536,48.84468,2.37321
8724,48.8447,2.37344
3234,48.84448,2.37345
8080,48.84447,2.37361
2509,48.84451,2.37326
3595,48.84473,2.37351
6683,48.8444,2.37314
7060,48.84441,2.37344
10589,48.84472,2.37326
6075,48.84437,2.37319
4779,48.8446,2.37363
422,48.84462,2.37374
5412,48.84452,2.37351
7967,48.84456,2.37357
5552,48.84456,2.37372
667,48.84469,2.37332
7040,48.84441,2.37344
760,48.84469,2.37332
8610,48.84451,2.37366
2029,48.84443,2.37326
4805,48.8446,2.37363
5786,48.84463,2.37358
5365,48.84452,2.37351
4692,48.8446,2.37363
6674,48.8444,2.37314
509,48.84462,2.37374
9016,48.84473,2.37318
8786,48.8447,2.37344
10349,48.8446,2.37321
5377,48.84452,2.37351
3910,48.84476,2.37345
4484,48.84458,2.37326
1358,48.84468,2.37321
895,48.84469,2.37332
5118,48.84446,2.3732
7215,48.84458,2.37368
7403,48.84454,2.3736200000000003
3648,48.844640000000005,2.3736900000000003
10371,48.8446,2.37321
8187,48.84447,2.37361
2485,48.84451,2.37326
10125,48.84467,2.37363
10278,48.8446,2.37321
3787,48.844640000000005,2.3736900000000003
8115,48.84447,2.37361
8337,48.84459,2.37351
3889,48.84476,2.37345
7683,48.84437,2.37337
1819,48.84465,2.37326
9262,48.84466,2.37351
10480,48.84472,2.37326
5044,48.84462,2.37344
5492,48.84452,2.37351
7655,48.84437,2.37337
8563,48.84451,2.37366
5587,48.84456,2.37372
8207,48.84447,2.37361
9277,48.84466,2.37351
7995,48.84456,2.37357
9423,48.8447,2.37357
1124,48.84454,2.37333
10150,48.84467,2.37363
9968,48.84467,2.37363
9742,48.84443,2.37355
7027,48.84441,2.37344
878,48.84469,2.37332
6754,48.84456,2.37315
1123,48.84454,2.37333
1374,48.84468,2.37321
6890,48.84456,2.37315
9391,48.8447,2.37357
6792,48.84456,2.37315
4807,48.8446,2.37363
2357,48.84447,2.37332
1469,48.84468,2.37321
10021,48.84467,2.37363
1944,48.84465,2.37326
4567,48.84458,2.37326
8218,48.84447,2.37361
143,48.84473,2.37338
3948,48.84476,2.37345
5013,48.84462,2.37344
3239,48.84448,2.37345
8498,48.84451,2.37366
9697,48.84443,2.37355
1282,48.84463,2.37315
1195,48.84463,2.37315
7184,48.84441,2.37344
7059,48.84441,2.37344
1285,48.84463,2.37315
5297,48.84446,2.3732
4221,48.84476,2.37332
7667,48.84437,2.37337
380,48.84446,2.3735
8570,48.84451,2.37366
6981,48.84441,2.37344
6784,48.84456,2.37315
7423,48.84454,2.3736200000000003
10603,48.84453,2.37321
8590,48.84451,2.37366
10348,48.8446,2.37321
2434,48.84451,2.37326
1804,48.84465,2.37326
4808,48.8446,2.37363
4629,48.84458,2.37326
338,48.84446,2.3735
738,48.84469,2.37332
174,48.84473,2.37338
8524,48.84451,2.37366
10043,48.84467,2.37363
5211,48.84446,2.3732
8542,48.84451,2.37366
8566,48.84451,2.37366
1824,48.84465,2.37326
8436,48.84459,2.37351
397,48.84446,2.3735
4240,48.84476,2.37332
2268,48.84447,2.37332
9388,48.8447,2.37357
9889,48.84459,2.3730900000000004
3601,48.844640000000005,2.3736900000000003
5316,48.84452,2.37351
4237,48.84476,2.37332
8902,48.84473,2.37318
9333,48.84466,2.37351
2201,48.84447,2.37332
2516,48.84451,2.37326
1831,48.84465,2.37326
4070,48.84476,2.37332
2983,48.84438,2.3734900000000003
4140,48.84476,2.37332
1281,48.84463,2.37315
8427,48.84459,2.37351
7150,48.84441,2.37344
9097,48.84473,2.37318
10189,48.84467,2.37363
4617,48.84458,2.37326
5545,48.84456,2.37372
4166,48.84476,2.37332
6154,48.84434,2.37342
8956,48.84473,2.37318
4762,48.8446,2.37363
5548,48.84456,2.37372
1257,48.84463,2.37315
9075,48.84473,2.37318
8789,48.8447,2.37344
9327,48.84466,2.37351
6803,48.84456,2.37315
3753,48.844640000000005,2.3736900000000003
4558,48.84458,2.37326
5045,48.84462,2.37344
9623,48.84443,2.37355
2337,48.84447,2.37332
5611,48.84456,2.37372
5204,48.84446,2.3732
4871,48.84462,2.37344
4075,48.84476,2.37332
7795,48.84437,2.37337
8971,48.84473,2.37318
1166,48.84463,2.37315
4523,48.84458,2.37326
9872,48.84459,2.3730900000000004
11049,48.8444,2.37331
10987,48.8444,2.37331
8271,48.84459,2.37351
8175,48.84447,2.37361
7019,48.84441,2.37344
312,48.84446,2.3735
11014,48.8444,2.37331
4367,48.8445,2.37356
6376,48.84462,2.37332
4008,48.84476,2.37345
5777,48.84463,2.37358
10783,48.84453,2.37321
627,48.84462,2.37374
2189,48.84447,2.37332
4818,48.8446,2.37363
5112,48.84446,2.3732
5078,48.84462,2.37344
4488,48.84458,2.37326
831,48.84469,2.37332
304,48.84446,2.3735
2395,48.84447,2.37332
8880,48.8447,2.37344
9159,48.84466,2.37351
7744,48.84437,2.37337
281,48.84446,2.3735
9418,48.8447,2.37357
8458,48.84451,2.37366
9384,48.8447,2.37357
3743,48.844640000000005,2.3736900000000003
4982,48.84462,2.37344
6880,48.84456,2.37315
3828,48.844640000000005,2.3736900000000003
4414,48.8445,2.37356
9789,48.84459,2.3730900000000004
2279,48.84447,2.37332
6032,48.84437,2.37319
8491,48.84451,2.37366
1332,48.84463,2.37315
5792,48.84463,2.37358
3992,48.84476,2.37345
4804,48.8446,2.37363
6673,48.8444,2.37314
1456,48.84468,2.37321
6876,48.84456,2.37315
6823,48.84456,2.37315
254,48.84446,2.3735
4109,48.84476,2.37332
10385,48.8446,2.37321
7404,48.84454,2.3736200000000003
317,48.84446,2.3735
2453,48.84451,2.37326
8554,48.84451,2.37366
8757,48.8447,2.37344
2985,48.84438,2.3734900000000003
2712,48.84451,2.37339
4064,48.84476,2.37332
1884,48.84465,2.37326
2162,48.84447,2.37332
10171,48.84467,2.37363
1065,48.84454,2.37333
4727,48.8446,2.37363
9809,48.84459,2.3730900000000004
3149,48.844440000000006,2.37338
1425,48.84468,2.37321
9175,48.84466,2.37351
5975,48.84437,2.37319
6163,48.84434,2.37342
1189,48.84463,2.37315
9329,48.84466,2.37351
388,48.84446,2.3735
9286,48.84466,2.37351
7628,48.84437,2.37337
5981,48.84437,2.37319
3600,48.844640000000005,2.3736900000000003
4873,48.84462,2.37344
7990,48.84456,2.37357
5840,48.84463,2.37358
10714,48.84453,2.37321
3028,48.844440000000006,2.37338
7861,48.84456,2.37357
1417,48.84468,2.37321
103,48.84473,2.37338
9901,48.84459,2.3730900000000004
6141,48.84434,2.37342
6757,48.84456,2.37315
6168,48.84434,2.37342
393,48.84446,2.3735
3051,48.844440000000006,2.37338
4955,48.84462,2.37344
10644,48.84453,2.37321
8277,48.84459,2.37351
6464,48.84462,2.37332
1594,48.84466,2.37338
6808,48.84456,2.37315
3232,48.84448,2.37345
10365,48.8446,2.37321
158,48.84473,2.37338
3488,48.84473,2.37351
2101,48.84443,2.37326
216,48.84446,2.3735
4840,48.8446,2.37363
7274,48.84458,2.37368
3021,48.844440000000006,2.37338
9874,48.84459,2.3730900000000004
5866,48.84463,2.37358
3192,48.844440000000006,2.37338
2293,48.84447,2.37332
3212,48.84448,2.37345
4612,48.84458,2.37326
3188,48.844440000000006,2.37338
9443,48.8447,2.37357
3214,48.84448,2.37345
10047,48.84467,2.37363
7519,48.84454,2.3736200000000003
8822,48.8447,2.37344
3213,48.84448,2.37345
747,48.84469,2.37332
5797,48.84463,2.37358
6522,48.8444,2.37314
2919,48.84438,2.3734900000000003
5768,48.84463,2.37358
3637,48.844640000000005,2.3736900000000003
10715,48.84453,2.37321
4585,48.84458,2.37326
3760,48.844640000000005,2.3736900000000003
6933,48.84456,2.37315
7324,48.84458,2.37368
6416,48.84462,2.37332
394,48.84446,2.3735
3941,48.84476,2.37345
975,48.84454,2.37333
7731,48.84437,2.37337
1017,48.84454,2.37333
2608,48.84451,2.37339
5807,48.84463,2.37358
5978,48.84437,2.37319
2375,48.84447,2.37332
4087,48.84476,2.37332
2639,48.84451,2.37339
2427,48.84451,2.37326
9978,48.84467,2.37363
5501,48.84456,2.37372
5232,48.84446,2.3732
1683,48.84466,2.37338
9243,48.84466,2.37351
1768,48.84465,2.37326
4024,48.84476,2.37345
10074,48.84467,2.37363
4639,48.84458,2.37326
526,48.84462,2.37374
5101,48.84446,2.3732
2044,48.84443,2.37326
3172,48.844440000000006,2.37338
1832,48.84465,2.37326
1687,48.84466,2.37338
600,48.84462,2.37374
5358,48.84452,2.37351
3930,48.84476,2.37345
3775,48.844640000000005,2.3736900000000003
3553,48.84473,2.37351
4615,48.84458,2.37326
6842,48.84456,2.37315
8839,48.8447,2.37344
8490,48.84451,2.37366
8268,48.84459,2.37351
185,48.84473,2.37338
5589,48.84456,2.37372
4761,48.8446,2.37363
8381,48.84459,2.37351
10174,48.84467,2.37363
1733,48.84466,2.37338
9296,48.84466,2.37351
341,48.84446,2.3735
4105,48.84476,2.37332
5505,48.84456,2.37372
3124,48.844440000000006,2.37338
863,48.84469,2.37332
10691,48.84453,2.37321
435,48.84462,2.37374
5775,48.84463,2.37358
7005,48.84441,2.37344
7186,48.84441,2.37344
3240,48.84448,2.37345
9369,48.8447,2.37357
6296,48.84434,2.37342
1638,48.84466,2.37338
3311,48.84448,2.37345
4891,48.84462,2.37344
6903,48.84456,2.37315
2146,48.84443,2.37326
1624,48.84466,2.37338
6967,48.84441,2.37344
5306,48.84452,2.37351
8780,48.8447,2.37344
7106,48.84441,2.37344
376,48.84446,2.3735
10457,48.84472,2.37326
356,48.84446,2.3735
5987,48.84437,2.37319
4713,48.8446,2.37363
5361,48.84452,2.37351
7699,48.84437,2.37337
10684,48.84453,2.37321
2054,48.84443,2.37326
9176,48.84466,2.37351
5685,48.84456,2.37372
9969,48.84467,2.37363
8938,48.84473,2.37318
4017,48.84476,2.37345
6302,48.84462,2.37332
10631,48.84453,2.37321
2706,48.84451,2.37339
5888,48.84463,2.37358
10252,48.8446,2.37321
987,48.84454,2.37333
9041,48.84473,2.37318
9686,48.84443,2.37355
2570,48.84451,2.37326
825,48.84469,2.37332
8834,48.8447,2.37344
7829,48.84456,2.37357
5175,48.84446,2.3732
10812,48.8444,2.37331
3056,48.844440000000006,2.37338
1917,48.84465,2.37326
5338,48.84452,2.37351
4959,48.84462,2.37344
9048,48.84473,2.37318
8464,48.84451,2.37366
2666,48.84451,2.37339
8838,48.8447,2.37344
10864,48.8444,2.37331
1714,48.84466,2.37338
4379,48.8445,2.37356
2076,48.84443,2.37326
4578,48.84458,2.37326
2442,48.84451,2.37326
7372,48.84458,2.37368
867,48.84469,2.37332
147,48.84473,2.37338
9216,48.84466,2.37351
7952,48.84456,2.37357
8139,48.84447,2.37361
2059,48.84443,2.37326
6070,48.84437,2.37319
10308,48.8446,2.37321
3114,48.844440000000006,2.37338
1955,48.84443,2.37326
1116,48.84454,2.37333
10072,48.84467,2.37363
2406,48.84451,2.37326
10982,48.8444,2.37331
8697,48.84451,2.37366
10495,48.84472,2.37326
2797,48.84451,2.37339
9138,48.84473,2.37318
9496,48.8447,2.37357
9488,48.8447,2.37357
8312,48.84459,2.37351
9387,48.8447,2.37357
8422,48.84459,2.37351
6298,48.84434,2.37342
3682,48.844640000000005,2.3736900000000003
1931,48.84465,2.37326
3932,48.84476,2.37345
8247,48.84447,2.37361
5929,48.84437,2.37319
4365,48.8445,2.37356
3341,48.84448,2.37345
864,48.84469,2.37332
6643,48.8444,2.37314
6776,48.84456,2.37315
5296,48.84446,2.3732
6604,48.8444,2.37314
9420,48.8447,2.37357
7431,48.84454,2.3736200000000003
3613,48.844640000000005,2.3736900000000003
9307,48.84466,2.37351
5644,48.84456,2.37372
5030,48.84462,2.37344
9790,48.84459,2.3730900000000004
1715,48.84466,2.37338
4410,48.8445,2.37356
3953,48.84476,2.37345
3038,48.844440000000006,2.37338
5728,48.84463,2.37358
3698,48.844640000000005,2.3736900000000003
9572,48.84443,2.37355
7882,48.84456,2.37357
5453,48.84452,2.37351
4337,48.8445,2.37356
9663,48.84443,2.37355
8564,48.84451,2.37366
4426,48.8445,2.37356
4439,48.8445,2.37356
9442,48.8447,2.37357
2499,48.84451,2.37326
10044,48.84467,2.37363
2519,48.84451,2.37326
6756,48.84456,2.37315
7381,48.84458,2.37368
3701,48.844640000000005,2.3736900000000003
10340,48.8446,2.37321
1571,48.84466,2.37338
1223,48.84463,2.37315
544,48.84462,2.37374
643,48.84462,2.37374
4934,48.84462,2.37344
6699,48.8444,2.37314
1690,48.84466,2.37338
10834,48.8444,2.37331
8881,48.8447,2.37344
866,48.84469,2.37332
7901,48.84456,2.37357
5897,48.84463,2.37358
10512,48.84472,2.37326
787,48.84469,2.37332
2048,48.84443,2.37326
4085,48.84476,2.37332
4055,48.84476,2.37332
3981,48.84476,2.37345
9113,48.84473,2.37318
347,48.84446,2.3735
8101,48.84447,2.37361
8954,48.84473,2.37318
10443,48.84472,2.37326
8085,48.84447,2.37361
5710,48.84463,2.37358
5702,48.84463,2.37358
6726,48.8444,2.37314
9653,48.84443,2.37355
10005,48.84467,2.37363
2588,48.84451,2.37326
4813,48.8446,2.37363
5193,48.84446,2.3732
9152,48.84466,2.37351
7822,48.84456,2.37357
7892,48.84456,2.37357
821,48.84469,2.37332
8980,48.84473,2.37318
9526,48.8447,2.37357
9758,48.84459,2.3730900000000004
3998,48.84476,2.37345
9432,48.8447,2.37357
10334,48.8446,2.37321
1710,48.84466,2.37338
1986,48.84443,2.37326
8662,48.84451,2.37366
6339,48.84462,2.37332
6632,48.8444,2.37314
1037,48.84454,2.37333
9881,48.84459,2.3730900000000004
7158,48.84441,2.37344
6024,48.84437,2.37319
6263,48.84434,2.37342
2678,48.84451,2.37339
9245,48.84466,2.37351
8190,48.84447,2.37361
3931,48.84476,2.37345
7605,48.84437,2.37337
8540,48.84451,2.37366
5873,48.84463,2.37358
2448,48.84451,2.37326
5530,48.84456,2.37372
5844,48.84463,2.37358
1774,48.84465,2.37326
7216,48.84458,2.37368
5585,48.84456,2.37372
5488,48.84452,2.37351
2571,48.84451,2.37326
5432,48.84452,2.37351
1086,48.84454,2.37333
3954,48.84476,2.37345
2097,48.84443,2.37326
8649,48.84451,2.37366
791,48.84469,2.37332
496,48.84462,2.37374
3779,48.844640000000005,2.3736900000000003
1957,48.84443,2.37326
229,48.84446,2.3735
1462,48.84468,2.37321
9167,48.84466,2.37351
5,48.84473,2.37338
7852,48.84456,2.37357
9824,48.84459,2.3730900000000004
1003,48.84454,2.37333
10746,48.84453,2.37321
9993,48.84467,2.37363
10779,48.84453,2.37321
3090,48.844440000000006,2.37338
9685,48.84443,2.37355
6935,48.84456,2.37315
8297,48.84459,2.37351
3156,48.844440000000006,2.37338
1362,48.84468,2.37321
8562,48.84451,2.37366
3498,48.84473,2.37351
8256,48.84459,2.37351
3429,48.84473,2.37351
6389,48.84462,2.37332
5553,48.84456,2.37372
440,48.84462,2.37374
6764,48.84456,2.37315
7886,48.84456,2.37357
6191,48.84434,2.37342
944,48.84454,2.37333
2549,48.84451,2.37326
472,48.84462,2.37374
4929,48.84462,2.37344
2783,48.84451,2.37339
6423,48.84462,2.37332
8710,48.8447,2.37344
10256,48.8446,2.37321
7520,48.84454,2.3736200000000003
2530,48.84451,2.37326
11007,48.8444,2.37331
633,48.84462,2.37374
8040,48.84456,2.37357
5431,48.84452,2.37351
1755,48.84465,2.37326
756,48.84469,2.37332
2218,48.84447,2.37332
4674,48.8446,2.37363
2952,48.84438,2.3734900000000003
1661,48.84466,2.37338
5271,48.84446,2.3732
3524,48.84473,2.37351
743,48.84469,2.37332
10916,48.8444,2.37331
1815,48.84465,2.37326
6510,48.8444,2.37314
6202,48.84434,2.37342
3597,48.84473,2.37351
3170,48.844440000000006,2.37338
1044,48.84454,2.37333
9469,48.8447,2.37357
6042,48.84437,2.37319
8193,48.84447,2.37361
6277,48.84434,2.37342
5986,48.84437,2.37319
1888,48.84465,2.37326
7563,48.84454,2.3736200000000003
1063,48.84454,2.37333
9406,48.8447,2.37357
4256,48.8445,2.37356
3000,48.844440000000006,2.37338
4731,48.8446,2.37363
7805,48.84456,2.37357
1112,48.84454,2.37333
2443,48.84451,2.37326
2480,48.84451,2.37326
2515,48.84451,2.37326
8198,48.84447,2.37361
6031,48.84437,2.37319
9775,48.84459,2.3730900000000004
9034,48.84473,2.37318
6575,48.8444,2.37314
6355,48.84462,2.37332
5546,48.84456,2.37372
4842,48.8446,2.37363
2991,48.84438,2.3734900000000003
2501,48.84451,2.37326
979,48.84454,2.37333
420,48.84462,2.37374
156,48.84473,2.37338
8879,48.8447,2.37344
4658,48.8446,2.37363
10274,48.8446,2.37321
1127,48.84454,2.37333
10752,48.84453,2.37321
3710,48.844640000000005,2.3736900000000003
6295,48.84434,2.37342
5942,48.84437,2.37319
7174,48.84441,2.37344
2237,48.84447,2.37332
7980,48.84456,2.37357
407,48.84462,2.37374
4398,48.8445,2.37356
321,48.84446,2.3735
10426,48.84472,2.37326
10017,48.84467,2.37363
1314,48.84463,2.37315
7010,48.84441,2.37344
5334,48.84452,2.37351
1538,48.84468,2.37321
5452,48.84452,2.37351
8038,48.84456,2.37357
4041,48.84476,2.37345
6520,48.8444,2.37314
9954,48.84467,2.37363
10014,48.84467,2.37363
6442,48.84462,2.37332
5659,48.84456,2.37372
8749,48.8447,2.37344
2551,48.84451,2.37326
1914,48.84465,2.37326
8547,48.84451,2.37366
5494,48.84452,2.37351
2278,48.84447,2.37332
4780,48.8446,2.37363
2137,48.84443,2.37326
6705,48.8444,2.37314
1547,48.84468,2.37321
2770,48.84451,2.37339
10481,48.84472,2.37326
10354,48.8446,2.37321
6391,48.84462,2.37332
4915,48.84462,2.37344
10693,48.84453,2.37321
7430,48.84454,2.3736200000000003
9701,48.84443,2.37355
10853,48.8444,2.37331
10028,48.84467,2.37363
6078,48.84437,2.37319
4512,48.84458,2.37326
7969,48.84456,2.37357
4708,48.8446,2.37363
3066,48.844440000000006,2.37338
4721,48.8446,2.37363
1675,48.84466,2.37338
7039,48.84441,2.37344
1833,48.84465,2.37326
10824,48.8444,2.37331
3152,48.844440000000006,2.37338
3483,48.84473,2.37351
4236,48.84476,2.37332
283,48.84446,2.3735
1013,48.84454,2.37333
8341,48.84459,2.37351
1388,48.84468,2.37321
274,48.84446,2.3735
4654,48.8446,2.37363
4133,48.84476,2.37332
7695,48.84437,2.37337
484,48.84462,2.37374
7052,48.84441,2.37344
6496,48.84462,2.37332
162,48.84473,2.37338
10111,48.84467,2.37363
4126,48.84476,2.37332
7476,48.84454,2.3736200000000003
8766,48.8447,2.37344
1796,48.84465,2.37326
7062,48.84441,2.37344
6623,48.8444,2.37314
10996,48.8444,2.37331
9899,48.84459,2.3730900000000004
5228,48.84446,2.3732
1034,48.84454,2.37333
5972,48.84437,2.37319
7972,48.84456,2.37357
4153,48.84476,2.37332
2664,48.84451,2.37339
9625,48.84443,2.37355
5560,48.84456,2.37372
6258,48.84434,2.37342
1457,48.84468,2.37321
2265,48.84447,2.37332
1525,48.84468,2.37321
1837,48.84465,2.37326
8431,48.84459,2.37351
4772,48.8446,2.37363
5301,48.84452,2.37351
3086,48.844440000000006,2.37338
2126,48.84443,2.37326
5782,48.84463,2.37358
1364,48.84468,2.37321
7405,48.84454,2.3736200000000003
1691,48.84466,2.37338
1336,48.84463,2.37315
3908,48.84476,2.37345
8364,48.84459,2.37351
5168,48.84446,2.3732
9948,48.84459,2.3730900000000004
2423,48.84451,2.37326
7023,48.84441,2.37344
